Seed_num,epsilon,SP_maj,SP_min,SPD,EO_maj,EO_min,EOD,CSP_X0_maj,CSP_X0_min,CSD_X0,CSP_X1_maj,CSP_X1_min,CSD_X1,CSP_X2_maj,CSP_X2_min,CSD_X2,CSP_X3_maj,CSP_X3_min,CSD_X3,CSP_X4_maj,CSP_X4_min,CSD_X4
8,8,1.0,0.5167668670674682,0.4832331329325318,1.0,0.6894882434301521,0.31051175656984786,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
9,8,1.0,0.5160723933009185,0.4839276066990815,1.0,0.6859825927622538,0.3140174072377462,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
10,8,1.0,0.5122382376937721,0.4877617623062279,1.0,0.6870318352059925,0.31296816479400746,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
11,8,1.0,0.5147554237973319,0.48524457620266814,1.0,0.6854427445526193,0.31455725544738067,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
12,8,1.0,0.516055962691539,0.48394403730846103,1.0,0.6865705788149165,0.31342942118508355,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
13,8,1.0,0.5067732321863994,0.49322676781360064,1.0,0.6712930835068239,0.32870691649317607,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
14,8,1.0,0.5181978081450412,0.48180219185495876,1.0,0.6843938690199721,0.3156061309800279,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
15,8,1.0,0.5196476964769647,0.48035230352303526,1.0,0.6866189045528079,0.31338109544719206,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
16,8,1.0,0.5217274678111588,0.47827253218884125,1.0,0.6847133757961783,0.3152866242038217,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
17,8,1.0,0.5128873046339457,0.4871126953660543,1.0,0.6851284468536413,0.31487155314635873,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
18,8,1.0,0.5149659863945578,0.4850340136054422,1.0,0.6844088553933113,0.3155911446066887,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
19,8,1.0,0.5101738310200782,0.4898261689799218,1.0,0.6795224977043158,0.32047750229568417,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0,2,1.0,0.7528751002941964,0.24712489970580365,1.0,0.8808864265927978,0.11911357340720219,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,2,1.0,0.7523796573293445,0.24762034267065547,1.0,0.879708097928437,0.12029190207156304,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2,2,1.0,0.7463688681830638,0.2536311318169362,1.0,0.8746184550363936,0.12538154496360643,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
3,2,1.0,0.7576328177538668,0.24236718224613318,1.0,0.8788927335640139,0.12110726643598613,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
4,2,1.0,0.752171552660152,0.247828447339848,1.0,0.881439661256175,0.11856033874382499,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
5,2,1.0,0.759828831238299,0.24017116876170097,1.0,0.8821905200184077,0.1178094799815923,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6,2,1.0,0.7650870797893884,0.2349129202106116,1.0,0.8849700322729368,0.1150299677270632,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
7,2,1.0,0.7553147716362639,0.24468522836373607,1.0,0.8849224988257398,0.11507750117426019,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
8,2,1.0,0.756312625250501,0.24368737474949898,1.0,0.8854310742277547,0.11456892577224531,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
9,2,1.0,0.7514856834143706,0.2485143165856294,1.0,0.88021071919377,0.11978928080622997,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
10,2,1.0,0.7512918139787871,0.24870818602121292,1.0,0.8817883895131086,0.11821161048689144,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
11,2,1.0,0.7578493464492656,0.2421506535507344,1.0,0.882939267501159,0.11706073249884097,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
12,2,1.0,0.7637574950033311,0.23624250499666888,1.0,0.8922443376801648,0.10775566231983524,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
13,2,1.0,0.7610403684638309,0.23895963153616906,1.0,0.8841082581540597,0.11589174184594031,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
14,2,1.0,0.7556487620078474,0.24435123799215264,1.0,0.8834184858337204,0.1165815141662796,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
15,2,1.0,0.7529810298102981,0.24701897018970187,1.0,0.881211000693321,0.11878899930667897,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
16,2,1.0,0.7682403433476395,0.23175965665236054,1.0,0.8883075523202911,0.11169244767970887,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
17,2,1.0,0.7532218261584864,0.24677817384151357,1.0,0.8812161206693377,0.11878387933066226,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
18,2,1.0,0.7541496598639456,0.24585034013605445,1.0,0.8831841733396137,0.11681582666038626,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
19,2,1.0,0.7542110227732112,0.24578897722678883,1.0,0.878099173553719,0.12190082644628097,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0,1,1.0,0.7528751002941964,0.24712489970580365,1.0,0.8808864265927978,0.11911357340720219,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,1,1.0,0.7523796573293445,0.24762034267065547,1.0,0.879708097928437,0.12029190207156304,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2,1,1.0,0.7463688681830638,0.2536311318169362,1.0,0.8746184550363936,0.12538154496360643,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
3,1,1.0,0.7576328177538668,0.24236718224613318,1.0,0.8788927335640139,0.12110726643598613,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
4,1,0.8180810639645345,0.752171552660152,0.0659095113043825,0.8718950600055819,0.881439661256175,-0.009544601250593088,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
5,1,1.0,0.759828831238299,0.24017116876170097,1.0,0.8821905200184077,0.1178094799815923,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6,1,1.0,0.7650870797893884,0.2349129202106116,1.0,0.8849700322729368,0.1150299677270632,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
7,1,1.0,0.7553147716362639,0.24468522836373607,1.0,0.8849224988257398,0.11507750117426019,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
8,1,1.0,0.756312625250501,0.24368737474949898,1.0,0.8854310742277547,0.11456892577224531,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
9,1,1.0,0.7514856834143706,0.2485143165856294,1.0,0.88021071919377,0.11978928080622997,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
10,1,1.0,0.7512918139787871,0.24870818602121292,1.0,0.8817883895131086,0.11821161048689144,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
11,1,1.0,0.7578493464492656,0.2421506535507344,1.0,0.882939267501159,0.11706073249884097,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
12,1,1.0,0.7637574950033311,0.23624250499666888,1.0,0.8922443376801648,0.10775566231983524,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
13,1,1.0,0.7610403684638309,0.23895963153616906,1.0,0.8841082581540597,0.11589174184594031,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
14,1,1.0,0.7556487620078474,0.24435123799215264,1.0,0.8834184858337204,0.1165815141662796,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
15,1,1.0,0.7529810298102981,0.24701897018970187,1.0,0.881211000693321,0.11878899930667897,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
16,1,1.0,0.7682403433476395,0.23175965665236054,1.0,0.8883075523202911,0.11169244767970887,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
17,1,1.0,0.7532218261584864,0.24677817384151357,1.0,0.8812161206693377,0.11878387933066226,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
18,1,1.0,0.7541496598639456,0.24585034013605445,1.0,0.8831841733396137,0.11681582666038626,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
19,1,1.0,0.7542110227732112,0.24578897722678883,1.0,0.878099173553719,0.12190082644628097,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0,0.85,1.0,0.7528751002941964,0.24712489970580365,1.0,0.8808864265927978,0.11911357340720219,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,0.85,1.0,0.7523796573293445,0.24762034267065547,1.0,0.879708097928437,0.12029190207156304,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2,0.85,1.0,0.7463688681830638,0.2536311318169362,1.0,0.8746184550363936,0.12538154496360643,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
3,0.85,1.0,0.7576328177538668,0.24236718224613318,1.0,0.8788927335640139,0.12110726643598613,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
4,0.85,0.8180810639645345,0.752171552660152,0.0659095113043825,0.8718950600055819,0.881439661256175,-0.009544601250593088,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
5,0.85,0.822153010701166,0.759828831238299,0.06232417946286695,0.8769476253050498,0.8821905200184077,-0.005242894713357926,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6,0.85,0.8183117605018662,0.7650870797893884,0.05322468071247777,0.8739448508722566,0.8849700322729368,-0.011025181400680206,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
7,0.85,1.0,0.7553147716362639,0.24468522836373607,1.0,0.8849224988257398,0.11507750117426019,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
8,0.85,1.0,0.756312625250501,0.24368737474949898,1.0,0.8854310742277547,0.11456892577224531,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
9,0.85,1.0,0.7514856834143706,0.2485143165856294,1.0,0.88021071919377,0.11978928080622997,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
10,0.85,1.0,0.7512918139787871,0.24870818602121292,1.0,0.8817883895131086,0.11821161048689144,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
11,0.85,1.0,0.7578493464492656,0.2421506535507344,1.0,0.882939267501159,0.11706073249884097,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
12,0.85,1.0,0.7637574950033311,0.23624250499666888,1.0,0.8922443376801648,0.10775566231983524,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
13,0.85,1.0,0.7610403684638309,0.23895963153616906,1.0,0.8841082581540597,0.11589174184594031,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
14,0.85,1.0,0.7556487620078474,0.24435123799215264,1.0,0.8834184858337204,0.1165815141662796,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
15,0.85,1.0,0.7529810298102981,0.24701897018970187,1.0,0.881211000693321,0.11878899930667897,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
16,0.85,1.0,0.7682403433476395,0.23175965665236054,1.0,0.8883075523202911,0.11169244767970887,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
17,0.85,1.0,0.7532218261584864,0.24677817384151357,1.0,0.8812161206693377,0.11878387933066226,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
18,0.85,1.0,0.7541496598639456,0.24585034013605445,1.0,0.8831841733396137,0.11681582666038626,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
19,0.85,0.8227999046029096,0.7542110227732112,0.06858888182969847,0.8759864712514093,0.878099173553719,-0.0021127023023097546,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0,0.5,0.8235106213065005,0.7528751002941964,0.07063552101230419,0.8770153730783652,0.8808864265927978,-0.003871053514432621,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,0.5,0.8230270441246244,0.7523796573293445,0.07064738679527982,0.8764880952380952,0.879708097928437,-0.003220002690341728,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2,0.5,0.8257754684301685,0.7463688681830638,0.07940660024710466,0.8811097663159855,0.8746184550363936,0.006491311279591905,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
3,0.5,0.8214882610425785,0.7576328177538668,0.06385544328871173,0.8794186591654946,0.8788927335640139,0.0005259256014806812,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
4,0.5,0.8180810639645345,0.752171552660152,0.0659095113043825,0.8718950600055819,0.881439661256175,-0.009544601250593088,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
5,0.5,0.822153010701166,0.759828831238299,0.06232417946286695,0.8769476253050498,0.8821905200184077,-0.005242894713357926,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
6,0.5,0.8183117605018662,0.7650870797893884,0.05322468071247777,0.8739448508722566,0.8849700322729368,-0.011025181400680206,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
7,0.5,0.8187111495790385,0.7553147716362639,0.06339637794277453,0.8746043567305902,0.8849224988257398,-0.010318142095149585,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
8,0.5,0.8282061526168598,0.756312625250501,0.07189352736635879,0.8798536859876196,0.8854310742277547,-0.005577388240135095,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
9,0.5,0.8214512543664656,0.7514856834143706,0.06996557095209499,0.8812300169268384,0.88021071919377,0.0010192977330684139,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
10,0.5,0.8226316621856714,0.7512918139787871,0.07133984820688433,0.8781692766592095,0.8817883895131086,-0.0036191128538990425,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
11,0.5,0.8303521742586851,0.7578493464492656,0.07250282780941952,0.884334643458731,0.882939267501159,0.0013953759575719982,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
12,0.5,0.8234493797519008,0.7637574950033311,0.05969188474856968,0.8744002257973469,0.8922443376801648,-0.01784411188281787,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
13,0.5,0.8214455539705183,0.7610403684638309,0.06040518550668739,0.8784302706752833,0.8841082581540597,-0.005677987478776347,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
14,0.5,0.8234594337378063,0.7556487620078474,0.06781067172995892,0.8824574527772583,0.8834184858337204,-0.0009610330564621128,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
15,0.5,0.8236133122028526,0.7529810298102981,0.07063228239255448,0.8803522908273212,0.881211000693321,-0.0008587098659997849,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
16,0.5,0.8243781887755102,0.7682403433476395,0.0561378454278707,0.8851376838928706,0.8883075523202911,-0.003169868427420508,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
17,0.5,0.8203998111128601,0.7532218261584864,0.06717798495437366,0.8771032815840848,0.8812161206693377,-0.004112839085252951,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
18,0.5,0.824189723320158,0.7541496598639456,0.0700400634562125,0.8795796912776641,0.8831841733396137,-0.003604482061949632,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
19,0.5,0.8227999046029096,0.7542110227732112,0.06858888182969847,0.8759864712514093,0.878099173553719,-0.0021127023023097546,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0,0.4,0.8235106213065005,0.7528751002941964,0.07063552101230419,0.8770153730783652,0.8808864265927978,-0.003871053514432621,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
