Seed_num,epsilon,SP_maj,SP_min,SPD,EO_maj,EO_min,EOD,CSP_X0_maj,CSP_X0_min,CSD_X0,CSP_X1_maj,CSP_X1_min,CSD_X1
0,50,0.17164179104477612,0.15151515151515152,0.020126639529624596,0.47368421052631576,0.22727272727272727,0.2464114832535885,0.11764705882352941,0.0,0.11764705882352941,0.20481927710843373,0.2222222222222222,-0.01740294511378848
1,50,0.17857142857142858,0.26666666666666666,-0.08809523809523809,0.4418604651162791,0.7647058823529411,-0.32284541723666205,0.07547169811320754,0.041666666666666664,0.03380503144654088,0.2413793103448276,0.4166666666666667,-0.1752873563218391
2,50,0.1276595744680851,0.1864406779661017,-0.0587811034980166,0.2619047619047619,0.3888888888888889,-0.12698412698412698,0.08771929824561403,0.21428571428571427,-0.12656641604010024,0.15476190476190477,0.17777777777777778,-0.023015873015873017
3,50,0.13513513513513514,0.28846153846153844,-0.1533264033264033,0.35714285714285715,0.5,-0.14285714285714285,0.07936507936507936,0.0,0.07936507936507936,0.17647058823529413,0.35714285714285715,-0.18067226890756302
4,50,0.10144927536231885,0.25806451612903225,-0.1566152407667134,0.2972972972972973,0.5217391304347826,-0.22444183313748528,0.04918032786885246,0.1111111111111111,-0.06193078324225865,0.14285714285714285,0.3181818181818182,-0.17532467532467533
5,50,0.1267605633802817,0.25862068965517243,-0.13186012627489074,0.2894736842105263,0.45454545454545453,-0.1650717703349282,0.09259259259259259,0.21428571428571427,-0.12169312169312169,0.14772727272727273,0.2727272727272727,-0.12499999999999997
6,50,0.13286713286713286,0.2807017543859649,-0.14783462151883203,0.32432432432432434,0.5652173913043478,-0.24089306698002344,0.078125,0.0,0.078125,0.17721518987341772,0.41025641025641024,-0.23304122038299252
7,50,0.16541353383458646,0.1791044776119403,-0.013690943777353831,0.4411764705882353,0.4230769230769231,0.01809954751131221,0.09090909090909091,0.0,0.09090909090909091,0.21794871794871795,0.25,-0.03205128205128205
8,50,0.11643835616438356,0.2962962962962963,-0.17985794013191272,0.21621621621621623,0.5217391304347826,-0.30552291421856637,0.04225352112676056,0.06666666666666667,-0.024413145539906103,0.18666666666666668,0.38461538461538464,-0.19794871794871796
9,50,0.128,0.29333333333333333,-0.16533333333333333,0.2903225806451613,0.5862068965517241,-0.2958843159065628,0.05084745762711865,0.15,-0.09915254237288135,0.19696969696969696,0.34545454545454546,-0.1484848484848485
10,50,0.17391304347826086,0.22580645161290322,-0.051893408134642355,0.375,0.45,-0.07500000000000001,0.12903225806451613,0.08695652173913043,0.04207573632538569,0.21052631578947367,0.3076923076923077,-0.09716599190283404
11,50,0.14388489208633093,0.2459016393442623,-0.10201674725793136,0.32432432432432434,0.391304347826087,-0.06698002350176263,0.11864406779661017,0.14285714285714285,-0.024213075060532677,0.1625,0.3,-0.13749999999999998
12,50,0.15714285714285714,0.31666666666666665,-0.1595238095238095,0.35,0.7,-0.35,0.04477611940298507,0.1,-0.055223880597014934,0.2602739726027397,0.425,-0.16472602739726028
13,50,0.1347517730496454,0.22033898305084745,-0.08558721000120206,0.23809523809523808,0.5,-0.2619047619047619,0.05555555555555555,0.1111111111111111,-0.05555555555555555,0.1839080459770115,0.2682926829268293,-0.08438463694981779
