Seed_num,epsilon,SP_maj,SP_min,SPD,EO_maj,EO_min,EOD,CSP_X0_maj,CSP_X0_min,CSD_X0,CSP_X1_maj,CSP_X1_min,CSD_X1
0,50,0.6918238993710691,0.9291784702549575,-0.23735457088388834,0.8745980707395499,0.9811643835616438,-0.10656631282209394,0.6749226006191951,0.8839779005524862,-0.20905529993329108,0.7272727272727273,0.9767441860465116,-0.2494714587737843
1,50,0.7158119658119658,0.9398601398601398,-0.224048174048174,0.8896551724137931,0.9752066115702479,-0.0855514391564548,0.719626168224299,0.8983050847457628,-0.17867891652146373,0.7074829931972789,0.9806094182825484,-0.2731264250852695
2,50,0.6645569620253164,0.9464033850493653,-0.28184642302404883,0.8716216216216216,0.9833055091819699,-0.1116838875603483,0.7053291536050157,0.900523560209424,-0.19519440660440834,0.5806451612903226,1.0,-0.4193548387096774
3,50,0.6673596673596673,0.9301994301994302,-0.26283976283976285,0.856655290102389,0.9700996677740864,-0.11344437767169735,0.6479750778816199,0.8976982097186701,-0.2497231318370502,0.70625,0.9710610932475884,-0.26481109324758834
4,50,0.6876404494382022,0.9376693766937669,-0.2500289272555647,0.8827838827838828,0.9790996784565916,-0.09631579567270887,0.6818181818181818,0.8976377952755905,-0.21581961345740874,0.7007299270072993,0.9803921568627451,-0.27966222985544575
5,50,0.6772151898734177,0.9478138222849083,-0.2705986324114906,0.8801369863013698,0.9867330016583747,-0.10659601535700491,0.6918238993710691,0.8977900552486188,-0.20596615587754963,0.6474358974358975,1.0,-0.35256410256410253
6,50,0.6622807017543859,0.9449793672627235,-0.28269866550833755,0.9021739130434783,0.9838449111470113,-0.08167099810353307,0.6495176848874598,0.893048128342246,-0.24353044345478625,0.6896551724137931,1.0,-0.31034482758620685
7,50,0.6875,0.9402560455192034,-0.2527560455192034,0.881578947368421,0.9712351945854484,-0.08965624721702736,0.6717791411042945,0.901685393258427,-0.22990625215413252,0.7207792207792207,0.9798270893371758,-0.25904786855795503
8,50,0.6791666666666667,0.9487908961593172,-0.2696242294926505,0.8571428571428571,0.9865319865319865,-0.1293891293891294,0.6730158730158731,0.9024390243902439,-0.22942315137437086,0.6909090909090909,1.0,-0.3090909090909091
9,50,0.7830802603036876,0.9418282548476454,-0.15874799454395783,0.9228187919463087,0.9882747068676717,-0.06545591492136305,0.6923076923076923,0.883008356545961,-0.1907006642382687,0.9506172839506173,1.0,-0.04938271604938271
10,50,0.6860215053763441,0.9373259052924791,-0.25130439991613496,0.8606271777003485,0.9802631578947368,-0.11963598019438837,0.6857142857142857,0.9027777777777778,-0.21706349206349207,0.6866666666666666,0.9720670391061452,-0.2854003724394786
